tract_id,median_income,median_house_value,pct_higher_edu,pct_favorable_occs
Census Tract 1201,65000.0,246300.0,18.435660218671153,
Census Tract 1202,45734.0,237000.0,8.458072954512426,
Census Tract 1251,72243.0,268400.0,15.387903398162,
Census Tract 1252,57002.0,300000.0,14.769895331450408,
Census Tract 1253,49291.0,262800.0,11.33428981348637,
Census Tract 1254,43158.0,236700.0,12.668743509865005,
Census Tract 1301.01,58102.0,277100.0,14.353671147880043,
Census Tract 1301.02,73576.0,266000.0,15.505830444374407,
Census Tract 1302,84161.0,331500.0,19.72724010049049,
Census Tract 1401,42292.0,227500.0,47.52421959095802,
Census Tract 1402,13120.0,304500.0,3.696622052262587,
Census Tract 1403,36065.0,215900.0,7.698476343223737,
Census Tract 1404,30052.0,189500.0,4.110448697834954,
Census Tract 1405,36074.0,158200.0,3.226752713405691,
Census Tract 1406,28857.0,169100.0,3.7652713799319044,
Census Tract 1407,25223.0,280000.0,24.56575682382134,
Census Tract 1408,35106.0,188700.0,8.900643974241031,
Census Tract 1409,39797.0,301200.0,16.498662826578894,
Census Tract 1410,66954.0,343300.0,48.13169584530964,
Census Tract 1411,89258.0,269800.0,40.22140221402214,
Census Tract 1412,42093.0,201500.0,12.96260786193672,
Census Tract 1413,29223.0,191600.0,11.526794742163801,
Census Tract 1414,49730.0,257600.0,18.904488827368006,
Census Tract 1415,31089.0,170100.0,4.69241773962804,
Census Tract 1416,29107.0,152100.0,10.077519379844961,
Census Tract 1418,52646.0,387100.0,50.83333333333333,
Census Tract 1419,62512.0,460200.0,61.93571052169331,
Census Tract 1420,43312.0,496900.0,59.189109203906476,
Census Tract 1421,34524.0,265000.0,19.937205651491364,
Census Tract 1422,55529.0,276400.0,54.01106500691563,
Census Tract 1423,31773.0,182400.0,6.6237350505979755,
Census Tract 1424,32328.0,154800.0,5.784436121514773,
Census Tract 1425,29303.0,229100.0,5.932203389830509,
Census Tract 1426.01,42134.0,187100.0,10.148308615230794,
Census Tract 1426.03,19152.0,211600.0,12.415472004327833,
Census Tract 1426.04,41452.0,189600.0,15.44811320754717,
Census Tract 1427,51115.0,216400.0,10.654079568442347,
Census Tract 1428,73273.0,252800.0,25.181159420289855,
Census Tract 1501,68125.0,340200.0,28.636581853096494,
Census Tract 1502,65994.0,285100.0,30.926916221033867,
Census Tract 1503,67176.0,284300.0,17.528806079921548,
Census Tract 1504,59591.0,299800.0,30.228719641593965,
Census Tract 1505,73615.0,309700.0,23.401717557251906,
Census Tract 1506,86932.0,383300.0,28.91622547492993,
Census Tract 1507,97723.0,407100.0,26.747437092264683,
Census Tract 1508,73156.0,338000.0,26.276312605855313,
Census Tract 1509,97647.0,380400.0,32.49603384452671,
Census Tract 1510,83798.0,362500.0,31.690140845070424,
Census Tract 1511,84819.0,364600.0,29.493559718969554,
Census Tract 1512,74375.0,299300.0,21.054313099041533,
Census Tract 1541,45657.0,226100.0,14.483159117305458,
Census Tract 1542,50054.0,223500.0,17.458315818971556,
Census Tract 1545,44583.0,220200.0,13.612450679526521,
Census Tract 1546,52674.0,225100.0,15.517714913485307,
Census Tract 1547,72276.0,259200.0,20.262021735894002,
Census Tract 1548,71185.0,240400.0,15.745262746630202,
Census Tract 1549,50268.0,225500.0,12.364532019704432,
Census Tract 1550,52067.0,228300.0,8.947071011489923,
Census Tract 1551,42269.0,236700.0,17.068645640074212,
Census Tract 1571,75688.0,432100.0,32.8513162773452,
Census Tract 1572,107063.0,436700.0,40.77669902912621,
Census Tract 1573,112143.0,436200.0,42.00542005420054,
Census Tract 1574,98409.0,393900.0,36.53444676409186,
Census Tract 1601,137702.0,547600.0,46.45851402139346,
Census Tract 1602,119250.0,472900.0,48.52198990627253,
Census Tract 1611,113720.0,422500.0,34.31498079385403,
Census Tract 1651,56500.0,225400.0,21.810123629577795,
Census Tract 1652,126146.0,397200.0,56.58536585365853,
Census Tract 1653,92837.0,302700.0,42.25010117361393,
Census Tract 1654,57188.0,242700.0,35.199400861261935,
Census Tract 1655,42719.0,207500.0,8.665581773799836,
Census Tract 1656,65592.0,221300.0,16.15078678886391,
Census Tract 1657,72024.0,205300.0,19.33136229247214,
Census Tract 1658.01,53422.0,239500.0,23.466285101055266,
Census Tract 1658.02,80066.0,284400.0,20.363820111167254,
Census Tract 1659,110509.0,343900.0,36.69234592445328,
Census Tract 1660.01,56611.0,252800.0,37.208620436886086,
Census Tract 1660.02,71230.0,251800.0,24.056525353283458,
Census Tract 1671,100145.0,382100.0,37.210200927357036,
Census Tract 1672.01,69488.0,296100.0,23.90920554854981,
Census Tract 1672.02,62400.0,295200.0,22.955264347040217,
Census Tract 1673,85378.0,347400.0,19.119917653113742,
Census Tract 1701,23611.0,166000.0,2.5974025974025974,
Census Tract 1702,16970.0,180800.0,3.885480572597137,
Census Tract 1703,27068.0,157700.0,2.5550314465408808,
Census Tract 1704,61278.0,189400.0,17.051013277428375,
Census Tract 1705,83594.0,234300.0,21.16788321167883,
Census Tract 1706,48083.0,195700.0,10.902394106813997,
Census Tract 1707,66893.0,221400.0,12.146359864202187,
Census Tract 1708,42218.0,187900.0,8.868501529051988,
Census Tract 1709,36875.0,175100.0,3.810454323400098,
Census Tract 1710,14708.0,237500.0,4.25531914893617,
Census Tract 1711,67711.0,209800.0,13.91880695940348,
Census Tract 1712,79226.0,232200.0,20.519512801391997,
Census Tract 1713,58393.0,196900.0,13.576805129634792,
Census Tract 1714,34375.0,188200.0,3.5936113575865134,
Census Tract 1715,42153.0,172000.0,5.709391949757351,
Census Tract 1716,68255.0,179700.0,18.134403209628886,
Census Tract 1717,71071.0,225400.0,23.145843703334993,
Census Tract 1751,61540.0,256400.0,30.03554502369668,
Census Tract 1752,44722.0,231400.0,10.113179992698065,
Census Tract 1753,63180.0,252700.0,17.796610169491526,
Census Tract 1754,53885.0,243800.0,11.627379873073435,
Census Tract 1755,75372.0,263800.0,27.705003929787793,
Census Tract 1756,69688.0,248300.0,21.11949186184994,
Census Tract 1757,96827.0,320300.0,21.198347107438018,
Census Tract 1758,102724.0,383100.0,30.230279274865264,
Census Tract 1759,64119.0,271400.0,19.79145369045185,
Census Tract 1760,92672.0,354900.0,28.388832828792467,
Census Tract 1801,62106.0,258900.0,18.090816770636877,
Census Tract 1802,59588.0,237200.0,12.628624883068287,
Census Tract 1803,40966.0,237400.0,16.459977452085685,
Census Tract 1804,64444.0,254100.0,16.10660486674392,
Census Tract 1805,63579.0,239900.0,11.722643553629469,
Census Tract 1806.01,51378.0,232700.0,6.774898532625663,
Census Tract 1806.02,74250.0,250800.0,15.92356687898089,
Census Tract 1841,54294.0,265900.0,25.30054644808743,
Census Tract 1842,67482.0,204300.0,30.60270602706027,
Census Tract 1843,68427.0,337800.0,34.35453695042096,
Census Tract 1844,85948.0,435700.0,39.90625,
Census Tract 1845,77697.0,366400.0,29.017857142857146,
Census Tract 1846,98558.0,625000.0,42.530282637954244,
Census Tract 1847,75169.0,257100.0,25.33612711716431,
Census Tract 1861,71269.0,302400.0,27.740863787375414,
Census Tract 1862,91904.0,338800.0,21.78134233853947,
Census Tract 1901,77037.0,410300.0,34.54600120264582,
Census Tract 1902,90878.0,530400.0,47.7058644788818,
Census Tract 1903.01,110000.0,419900.0,38.02643713495235,
Census Tract 1903.02,103964.0,419600.0,37.72939906441166,
Census Tract 1903.03,106583.0,418400.0,39.0850042360915,
Census Tract 1941,96324.0,495900.0,46.226060833646265,
Census Tract 1942.01,110205.0,439100.0,42.15543492651926,
Census Tract 1942.02,116964.0,488900.0,41.401869158878505,
Census Tract 3411,81214.0,308800.0,18.226434252834657,
Census Tract 3431.01,119279.0,368500.0,21.657370517928285,
Census Tract 3431.02,95231.0,369600.0,32.09433478595232,
Census Tract 3432,120085.0,340500.0,35.650623885918,
Census Tract 3433,99688.0,377700.0,37.39017246989912,
Census Tract 3434,107823.0,344900.0,39.49177877428999,
Census Tract 3441,95452.0,379600.0,31.19527591121971,
Census Tract 3442,107668.0,449200.0,37.2730939895119,
Census Tract 3451,61351.0,234800.0,13.813032798728509,
Census Tract 3452.01,61845.0,226100.0,13.25354609929078,
Census Tract 3452.02,72795.0,216100.0,16.167390807226163,
Census Tract 3453,43212.0,222500.0,14.720407838139238,
Census Tract 3454,61869.0,245000.0,16.902929661131363,
Census Tract 3461.01,107125.0,389900.0,25.59588720984577,
Census Tract 3461.02,108051.0,412600.0,26.277498700848778,
Census Tract 3471,84808.0,311000.0,23.725565350709086,
Census Tract 3472,90000.0,342100.0,20.447834645669293,
Census Tract 3481.11,92292.0,389600.0,25.43511450381679,
Census Tract 3481.22,126406.0,460600.0,33.455249569707405,
Census Tract 3481.23,101574.0,432200.0,33.15079209857227,
Census Tract 3481.24,44444.0,232900.0,34.65346534653465,
Census Tract 3481.25,42923.0,204200.0,36.26477541371159,
Census Tract 3501,10745.0,275000.0,5.37561853351327,
Census Tract 3502,23480.0,164100.0,4.684247050659264,
Census Tract 3503,19917.0,113700.0,1.059322033898305,
Census Tract 3504,25859.0,160100.0,3.2341526520051747,
Census Tract 3505,21085.0,121600.0,6.819077650768625,
Census Tract 3508,36071.0,192200.0,8.49772382397572,
Census Tract 3509,80547.0,182400.0,21.881606765327696,
Census Tract 3510,39596.0,154000.0,6.832819938392608,
Census Tract 3511,36855.0,141000.0,9.622467771639043,
Census Tract 3512,28386.0,161300.0,4.555494202098289,
Census Tract 3513,41607.0,142300.0,9.380499824005632,
Census Tract 3514,34177.0,132300.0,5.023303987571206,
Census Tract 3515,59478.0,152000.0,9.246830723340791,
Census Tract 3516.01,44080.0,172300.0,16.311239193083573,
Census Tract 3516.02,50984.0,167300.0,14.64553794829024,
Census Tract 3517,24339.0,152200.0,4.479034307496824,
Census Tract 3518,51199.0,184900.0,15.89793915603533,
Census Tract 3519,70774.0,196200.0,22.791081750619323,
Census Tract 3520,79526.0,210000.0,20.088381513533417,
Census Tract 3521,58973.0,167700.0,12.744661921708186,
Census Tract 3522,25727.0,136800.0,5.280259951259139,
Census Tract 3523,39286.0,155700.0,6.37370010063737,
Census Tract 3524,37817.0,171300.0,10.790943840047044,
Census Tract 3525,45238.0,134000.0,14.438122332859175,
Census Tract 3526,43638.0,158300.0,12.615715823466092,
Census Tract 3527.01,46029.0,138800.0,12.51063829787234,
Census Tract 3527.02,50685.0,167800.0,10.192525481313703,
Census Tract 3528,46409.0,187400.0,16.669492962523318,
Census Tract 3611,84063.0,293900.0,21.441689623507806,
Census Tract 3612,68007.0,236300.0,11.887302199922809,
Census Tract 3613,86809.0,277500.0,14.56659619450317,
Census Tract 3614.01,26250.0,126400.0,21.028356679193713,
Census Tract 3614.02,29722.0,,9.291677888499866,
Census Tract 3615,44261.0,206800.0,7.701074568544448,
Census Tract 9900,,,,
