tract_id,SES_2010,SES_2020,SES_ASCENT,SES_PR_2010,SES_PR_2020,SES_PR_ASCENT
Census Tract 1201,-0.34325308747929156,-0.21825241036827128,0.12500067711102028,52.27272727272727,47.72727272727273,39.77272727272727
Census Tract 1202,-1.1804569467798638,-1.0494670889640376,0.13098985781582617,27.84090909090909,30.681818181818183,40.909090909090914
Census Tract 1251,-0.2165572965713473,0.20316246451641903,0.4197197610877663,55.11363636363637,57.95454545454546,67.04545454545455
Census Tract 1252,-0.3516819513564889,-1.1648644737713139,-0.813182522414825,51.70454545454546,27.84090909090909,1.7045454545454544
Census Tract 1253,-0.8482609653557759,-0.8713642637291086,-0.023103298373332692,36.93181818181818,35.79545454545455,27.84090909090909
Census Tract 1254,-1.0497964267122457,-1.24909410733117,-0.1992976806189244,32.38636363636363,22.727272727272727,14.772727272727273
Census Tract 1301.01,-0.47583429344860695,-0.5049605571096677,-0.029126263661060747,46.590909090909086,43.18181818181818,27.27272727272727
Census Tract 1301.02,-0.19999014981648952,-0.06415267541573508,0.13583747440075444,56.25,53.40909090909091,42.04545454545455
Census Tract 1402,-1.617501398277286,-1.035334673682283,0.5821667245950028,16.477272727272727,32.38636363636363,77.8409090909091
Census Tract 1403,-1.5097619285152735,-2.121169905085259,-0.6114079765699854,19.318181818181817,3.4090909090909087,2.272727272727273
Census Tract 1404,-1.9214618040623022,-0.5528784739434034,1.3685833301188988,9.659090909090908,42.04545454545455,98.29545454545455
Census Tract 1405,-2.020538436787808,-1.8330465205726207,0.18749191621518713,7.386363636363637,8.522727272727272,48.86363636363637
Census Tract 1406,-2.0714409823603663,-1.8867835993673792,0.18465738299298717,6.8181818181818175,6.8181818181818175,47.72727272727273
Census Tract 1407,-0.6344906469243796,-1.7368951175029625,-1.102404470578583,43.75,10.227272727272728,0.5681818181818182
Census Tract 1408,-1.6267594803656853,-2.0654706008693724,-0.4387111205036871,15.909090909090908,4.545454545454546,3.4090909090909087
Census Tract 1409,-0.5912256772942573,-0.8128537445059036,-0.2216280672116463,44.88636363636363,36.36363636363637,13.636363636363635
Census Tract 1410,1.5015529797298932,2.299235859268777,0.7976828795388837,81.25,88.63636363636364,90.3409090909091
Census Tract 1411,1.1710055127329078,1.9004982648682966,0.7294927521353889,76.70454545454545,81.81818181818183,88.63636363636364
Census Tract 1412,-1.2519508976726008,-1.216042000066719,0.035908897605881895,25.568181818181817,25.568181818181817,33.52272727272727
Census Tract 1414,-0.5447969928281275,-0.7140858924744128,-0.16928889964628524,46.02272727272727,38.06818181818182,17.045454545454543
Census Tract 1415,-1.9846722312778124,-1.738978297737542,0.24569393354027036,8.522727272727272,9.659090909090908,52.27272727272727
Census Tract 1416,-1.890689323248209,-1.2156619328795166,0.6750273903686923,10.227272727272728,26.136363636363637,84.0909090909091
Census Tract 1418,1.5934652854029567,3.785646738753849,2.1921814533508925,84.6590909090909,98.29545454545455,100.0
Census Tract 1419,2.657163732066927,3.5755423093474104,0.9183785772804836,96.5909090909091,96.5909090909091,94.31818181818183
Census Tract 1420,2.3854721029160744,2.1975315396030677,-0.18794056331300668,93.75,88.06818181818183,15.909090909090908
Census Tract 1421,-0.7426048222706411,0.022556371051504976,0.765161193322146,39.77272727272727,55.68181818181818,89.77272727272727
Census Tract 1422,1.1701779281181774,2.0091437324131305,0.838965804294953,76.13636363636364,83.52272727272727,92.04545454545455
Census Tract 1423,-1.8211513910101267,-1.6359317396659678,0.18521965134415885,13.636363636363635,15.340909090909092,48.29545454545455
Census Tract 1424,-1.9995844163991365,-1.8425885882995712,0.15699582809956536,7.954545454545454,7.954545454545454,44.31818181818182
Census Tract 1425,-1.6381311694339302,-1.203245225406217,0.4348859440277133,15.340909090909092,26.704545454545453,69.88636363636364
Census Tract 1426.01,-1.4514087018211184,-1.0664870691460857,0.38492163267503265,21.59090909090909,30.113636363636363,65.9090909090909
Census Tract 1426.04,-1.2233677984069173,-0.6207758946771499,0.6025919037297675,26.704545454545453,40.909090909090914,80.68181818181817
Census Tract 1427,-1.1003682482671033,-1.3074831320337952,-0.20711488376669185,30.113636363636363,21.59090909090909,14.204545454545455
Census Tract 1428,0.13548862009367246,0.39137324950531677,0.2558846294116443,63.63636363636363,61.93181818181818,52.84090909090909
Census Tract 1501,0.671574505094321,2.170835816371739,1.4992613112774178,72.1590909090909,87.5,99.43181818181817
Census Tract 1502,0.42485866180370674,0.33950091932797255,-0.08535774247573419,69.88636363636364,60.79545454545454,22.727272727272727
Census Tract 1503,-0.1311601693659459,0.7482472087608089,0.8794073781267547,57.95454545454546,67.04545454545455,93.18181818181817
Census Tract 1504,0.35720217096379914,0.3682894885961098,0.01108731763231069,68.18181818181817,61.36363636363637,30.681818181818183
Census Tract 1505,0.38074879651290133,1.4165749296579968,1.0358261331450955,68.75,74.43181818181817,96.02272727272727
Census Tract 1506,1.2722193465561564,1.7011049930977025,0.42888564654154604,78.97727272727273,80.11363636363636,68.75
Census Tract 1507,1.5119893011617427,2.161132555019393,0.6491432538576503,83.52272727272727,85.79545454545455,82.38636363636364
Census Tract 1508,0.6519777290523443,0.9619557562166435,0.30997802716429923,71.5909090909091,71.02272727272727,58.52272727272727
Census Tract 1509,1.608831084395428,2.16602664738341,0.5571955629879819,85.22727272727273,86.93181818181817,75.56818181818183
Census Tract 1510,1.2174704599864363,1.393311312462041,0.17584085247560477,77.8409090909091,73.86363636363636,46.02272727272727
Census Tract 1511,1.1540626126280207,1.5007859310087344,0.3467233183807137,75.56818181818183,77.8409090909091,61.93181818181818
Census Tract 1512,0.23680979396111426,0.5927960825470124,0.3559862885858982,66.47727272727273,65.3409090909091,63.06818181818182
Census Tract 1542,-0.789502772572911,-1.0375051915911917,-0.24800241901828068,38.06818181818182,31.818181818181817,11.931818181818182
Census Tract 1545,-1.0742411745521607,-1.429346084599542,-0.3551049100473813,31.818181818181817,20.454545454545457,6.25
Census Tract 1546,-0.814961842111378,-1.0888201754326836,-0.2738583333213056,37.5,29.545454545454547,9.659090909090908
Census Tract 1547,-0.05822069285921654,0.878010932011264,0.9362316248704805,59.65909090909091,68.75,94.88636363636364
Census Tract 1548,-0.3759943096910745,0.10982055784057176,0.48581486753164627,50.56818181818182,57.38636363636363,72.72727272727273
Census Tract 1549,-0.9925155089982842,-0.5583295916409745,0.4341859173573097,34.090909090909086,41.47727272727273,69.31818181818183
Census Tract 1550,-1.0898351368773889,-0.9018741179643637,0.1879610189130252,31.25,35.22727272727273,49.43181818181818
Census Tract 1551,-0.8779770792680636,-1.2733157964479003,-0.3953387171798367,35.79545454545455,22.15909090909091,3.977272727272727
Census Tract 1571,1.5016472947264006,1.4352149784302004,-0.06643231629620017,81.81818181818183,75.0,24.431818181818183
Census Tract 1572,2.45032684297982,2.8014267487528848,0.3510999057730646,94.31818181818183,93.18181818181817,62.5
Census Tract 1573,2.5947038631932773,3.7673652161389977,1.1726613529457204,95.45454545454545,97.72727272727273,97.72727272727273
Census Tract 1574,1.8706553209173669,2.8338481836262814,0.9631928627089146,88.06818181818183,93.75,95.45454545454545
Census Tract 1601,3.8778793381848997,4.576300136472035,0.6984207982871355,100.0,100.0,85.79545454545455
Census Tract 1602,3.209172541842289,4.100789597082231,0.8916170552399416,98.29545454545455,99.43181818181817,93.75
Census Tract 1611,2.2189558083883143,2.9202689709378378,0.7013131625495235,91.47727272727273,94.31818181818183,86.36363636363636
Census Tract 1651,-0.47271119523837934,-0.1160882660618381,0.35662292917654126,47.72727272727273,51.70454545454546,63.63636363636363
Census Tract 1652,3.263536942744784,2.9715178687181507,-0.2920190740266331,98.86363636363636,94.88636363636364,8.522727272727272
Census Tract 1653,1.506642977087148,1.9750366628378897,0.4683936857507418,82.38636363636364,82.95454545454545,71.02272727272727
Census Tract 1654,0.20909791100068667,0.47509433409948776,0.2659964230988011,65.3409090909091,63.63636363636363,53.97727272727273
Census Tract 1655,-1.391036576811947,-1.503179212753112,-0.11214263594116503,23.295454545454543,19.886363636363637,21.022727272727273
Census Tract 1656,-0.5684869481632072,-0.5451165773285371,0.023370370834670084,45.45454545454545,42.61363636363637,32.38636363636363
Census Tract 1657,-0.40121609098311467,-0.3584029717209376,0.04281311926217707,49.43181818181818,44.88636363636363,34.090909090909086
Census Tract 1658.01,-0.38101667668464934,-0.01108290794900081,0.36993376873564854,50.0,54.54545454545454,64.77272727272727
Census Tract 1658.02,0.23065669027361305,1.0398620920043895,0.8092054017307765,65.9090909090909,72.1590909090909,90.9090909090909
Census Tract 1659,1.8257385284964345,1.450211341218732,-0.3755271872777024,86.93181818181817,75.56818181818183,5.681818181818182
Census Tract 1660.02,0.04378265817576897,0.284694208058026,0.240911549882257,61.36363636363637,60.22727272727273,51.70454545454546
Census Tract 1672.01,0.2503601834583058,0.9442771028186709,0.6939169193603651,67.04545454545455,70.45454545454545,85.22727272727273
Census Tract 1672.02,0.07262399369844474,0.4819296598801072,0.4093056661816625,63.06818181818182,64.20454545454545,66.47727272727273
Census Tract 1701,-2.2362366964833016,-1.5074002157313278,0.7288364807519738,2.272727272727273,19.318181818181817,87.5
Census Tract 1702,-2.2227343600929363,-1.7468697011003391,0.4758646589925972,2.840909090909091,9.090909090909092,71.5909090909091
Census Tract 1703,-2.2196730810323593,-1.561030803007751,0.6586422780246082,3.4090909090909087,18.181818181818183,82.95454545454545
Census Tract 1704,-0.7868756846803063,-1.181589685481135,-0.39471400080082863,38.63636363636363,27.27272727272727,4.545454545454546
Census Tract 1705,0.053317306542317824,0.2309681636050718,0.17765085706275396,61.93181818181818,59.09090909090909,46.590909090909086
Census Tract 1706,-1.2607886764615102,-0.9405881406014776,0.3202005358600326,25.0,34.659090909090914,59.65909090909091
Census Tract 1707,-0.7151542084755758,-0.7045991344013722,0.01055507407420353,40.909090909090914,39.20454545454545,30.113636363636363
Census Tract 1708,-1.5002053792584698,-1.2244007903535659,0.2758045889049039,20.454545454545457,24.431818181818183,55.11363636363637
Census Tract 1709,-1.8870611569685922,-2.01160081796283,-0.12453966099423774,10.795454545454545,5.113636363636364,18.181818181818183
Census Tract 1710,-1.9350312697617225,-1.6192974634165993,0.31573380634512316,9.090909090909092,15.909090909090908,59.09090909090909
Census Tract 1711,-0.6882835035133154,-0.942264603747059,-0.25398110023374365,42.04545454545455,34.090909090909086,10.795454545454545
Census Tract 1713,-0.9477721873316991,-1.326287179838906,-0.3785149925072069,34.659090909090914,21.022727272727273,5.113636363636364
Census Tract 1714,-1.870332194047033,-1.6120520958532596,0.2582800981937734,11.363636363636363,16.477272727272727,53.40909090909091
Census Tract 1715,-1.7247036346871354,-1.7186260489173673,0.006077585769768135,14.772727272727273,11.363636363636363,29.545454545454547
Census Tract 1716,-0.6643593347855892,-0.7688271816040902,-0.10446784681850108,43.18181818181818,37.5,21.59090909090909
Census Tract 1717,-0.14434963239819681,0.05206473615673933,0.19641436855493616,57.38636363636363,56.81818181818182,50.0
Census Tract 1751,0.14488377620926024,-0.16879457713505727,-0.3136783533443175,64.20454545454545,49.43181818181818,7.954545454545454
Census Tract 1752,-1.1594433800151245,0.2637551321830822,1.4231985121982067,28.97727272727273,59.65909090909091,98.86363636363636
Census Tract 1753,-0.3690441221879661,-0.06753676434605904,0.3015073578419071,51.13636363636363,52.84090909090909,56.81818181818182
Census Tract 1754,-0.8554250356359976,-0.2630908164667906,0.5923342191692069,36.36363636363637,46.590909090909086,80.11363636363636
Census Tract 1756,-0.13003334802106356,0.6041216373264509,0.7341549853475144,58.52272727272727,65.9090909090909,89.20454545454545
Census Tract 1757,0.7771100631963839,1.0822177945414624,0.3051077313450785,73.29545454545455,72.72727272727273,57.38636363636363
Census Tract 1758,1.621269674770158,2.1507051406583377,0.5294354658881797,85.79545454545455,85.22727272727273,74.43181818181817
Census Tract 1759,-0.16261888601488517,0.4202063789582167,0.5828252649731018,56.81818181818182,63.06818181818182,78.4090909090909
Census Tract 1760,1.199206486363743,1.2966030404446818,0.09739655408093872,77.27272727272727,73.29545454545455,38.06818181818182
Census Tract 1802,-0.74296978281514,-0.6994664447079121,0.04350333810722795,39.20454545454545,39.77272727272727,34.659090909090914
Census Tract 1803,-0.9244085260000489,-1.0415607313603885,-0.11715220536033966,35.22727272727273,31.25,19.886363636363637
Census Tract 1804,-0.41011865330265074,-0.23086679419499623,0.1792518591076545,48.86363636363637,47.159090909090914,47.159090909090914
Census Tract 1805,-0.6925292285260982,-0.3973694454332721,0.29515978309282614,41.47727272727273,43.75,56.25
Census Tract 1806.01,-1.1712866003848696,-0.31049070784375427,0.8607958925411154,28.40909090909091,46.02272727272727,92.61363636363636
Census Tract 1806.02,-0.25373040992988277,-0.13306213634614777,0.120668273583735,53.97727272727273,51.13636363636363,39.20454545454545
Census Tract 1842,-0.008745846086214579,-0.32746608154375645,-0.31872023545754186,60.22727272727273,45.45454545454545,7.386363636363637
Census Tract 1843,0.9086968945674153,1.4816809527040802,0.5729840581366649,74.43181818181817,76.70454545454545,76.70454545454545
Census Tract 1844,2.014557573419016,2.026227496932655,0.011669923513638825,90.3409090909091,84.0909090909091,31.25
Census Tract 1845,1.0111183806564903,2.1660009228832298,1.1548825422267395,75.0,86.36363636363636,97.1590909090909
Census Tract 1846,3.4097970636376567,3.931157152337066,0.5213600886994092,99.43181818181817,98.86363636363636,73.86363636363636
Census Tract 1847,0.20121961988963494,0.7893466912511266,0.5881270713614917,64.77272727272727,67.61363636363636,79.54545454545455
Census Tract 1861,0.48242855089724523,0.9383691380740984,0.45594058717685315,70.45454545454545,69.88636363636364,70.45454545454545
Census Tract 1862,0.8128886214880431,0.8887678998824978,0.07587927839445474,73.86363636363636,69.31818181818183,36.36363636363637
Census Tract 1901,1.4785903213887055,1.4830817141785118,0.004491392789806259,79.54545454545455,77.27272727272727,28.97727272727273
Census Tract 1902,2.9646051047903184,3.5853233509912736,0.6207182462009553,97.72727272727273,97.1590909090909,81.81818181818183
Census Tract 1903.01,2.294217796995377,2.67270461896422,0.37848682196884287,92.61363636363636,92.04545454545455,65.3409090909091
Census Tract 1903.02,2.1675052807967536,1.9040877451391653,-0.2634175356575883,90.9090909090909,82.38636363636364,10.227272727272728
Census Tract 1903.03,2.2676370138734665,2.5907669370921473,0.32312992321868084,92.04545454545455,90.3409090909091,60.22727272727273
Census Tract 1942.01,2.5811167241205184,3.1390117822767087,0.5578950581561903,94.88636363636364,96.02272727272727,76.13636363636364
Census Tract 1942.02,2.950406075437345,2.9956044627678753,0.04519838733053039,97.1590909090909,95.45454545454545,35.22727272727273
Census Tract 3411,0.29562945571995725,0.4082690454152189,0.11263958969526167,67.61363636363636,62.5,38.63636363636363
Census Tract 3431.01,1.481511182757917,1.8072013962787057,0.32569021352078864,80.11363636363636,81.25,61.36363636363637
Census Tract 3431.02,1.4868668896573898,2.6331583531664293,1.1462914635090395,80.68181818181817,90.9090909090909,96.5909090909091
Census Tract 3432,1.9405314021281803,2.147976830265164,0.20744542813698374,89.20454545454545,84.6590909090909,50.56818181818182
Census Tract 3433,1.8413880225911459,2.570235989321852,0.728847966730706,87.5,89.77272727272727,88.06818181818183
Census Tract 3434,1.9011338682469492,1.6734905992849645,-0.22764326896198472,88.63636363636364,79.54545454545455,13.068181818181818
Census Tract 3441,1.507863705292161,1.6437713708359438,0.13590766554378275,82.95454545454545,78.97727272727273,42.61363636363637
Census Tract 3442,2.3808102641641296,2.741002686294918,0.3601924221307886,93.18181818181817,92.61363636363636,64.20454545454545
Census Tract 3451,-0.672742844153632,-0.7949699439529401,-0.12222709979930813,42.61363636363637,36.93181818181818,19.318181818181817
Census Tract 3452.01,-0.7356762264577955,-0.15521599199295133,0.5804602344648442,40.340909090909086,50.0,77.27272727272727
Census Tract 3452.02,-0.46251670285406465,-0.041616082219680474,0.42090062063438416,48.29545454545455,53.97727272727273,67.61363636363636
Census Tract 3453,-1.0395878984857394,-0.21520955314880422,0.8243783453369352,33.52272727272727,48.29545454545455,91.47727272727273
Census Tract 3454,-0.47433983880421704,-0.20008226436958892,0.2742575744346281,47.159090909090914,48.86363636363637,54.54545454545454
Census Tract 3461.01,1.5424266679588579,1.4542977276388962,-0.08812894031996166,84.0909090909091,76.13636363636364,22.15909090909091
Census Tract 3461.02,1.7145385317674884,1.5902754690568692,-0.12426306271061915,86.36363636363636,78.4090909090909,18.75
Census Tract 3471,0.6101223214312852,1.035389212324026,0.42526689089274083,71.02272727272727,71.5909090909091,68.18181818181817
Census Tract 3472,0.7386380562730749,0.8274707805881745,0.08883272431509959,72.72727272727273,68.18181818181817,37.5
Census Tract 3481.11,1.2578285802111455,1.7369100975883123,0.47908151737716675,78.4090909090909,80.68181818181817,72.1590909090909
Census Tract 3481.22,2.6292193794489784,2.6473715258165984,0.01815214636761997,96.02272727272727,91.47727272727273,31.818181818181817
Census Tract 3481.23,1.9967811402626283,2.5315059104947517,0.5347247702321234,89.77272727272727,89.20454545454545,75.0
Census Tract 3481.24,-0.10571622019427253,-0.07336800514953651,0.03234821504473602,59.09090909090909,52.27272727272727,32.95454545454545
Census Tract 3481.25,-0.2239632532582274,0.48650266019318733,0.7104659134514147,54.54545454545454,64.77272727272727,86.93181818181817
Census Tract 3502,-2.159855705500839,-1.5723189481609692,0.5875367573398698,5.113636363636364,17.613636363636363,78.97727272727273
Census Tract 3503,-2.6604350483275927,-2.534345791701053,0.12608925662653991,0.5681818181818182,0.5681818181818182,40.340909090909086
Census Tract 3504,-2.199810029981762,-2.3139659377174544,-0.11415590773569262,4.545454545454546,1.7045454545454544,20.454545454545457
Census Tract 3505,-2.3483715097112454,-2.490943535152193,-0.1425720254409475,1.1363636363636365,1.1363636363636365,17.613636363636363
Census Tract 3508,-1.6066687698293576,-1.6623582948217506,-0.05568952499239299,17.613636363636363,12.5,26.136363636363637
Census Tract 3509,-0.2602228589636696,-1.1570527924646596,-0.89682993350099,53.40909090909091,28.40909090909091,1.1363636363636365
Census Tract 3510,-1.823868585605192,-1.690122409752848,0.13374617585234394,13.068181818181818,11.931818181818182,41.47727272727273
Census Tract 3511,-1.8274385997971623,-1.8654910832728695,-0.03805248347570722,12.5,7.386363636363637,26.704545454545453
Census Tract 3512,-2.0895677198021794,-2.0069250082560153,0.0826427115461641,6.25,5.681818181818182,36.93181818181818
Census Tract 3513,-1.7421604116960272,-1.9211865803880919,-0.17902616869206467,14.204545454545455,6.25,16.477272727272727
Census Tract 3514,-2.1223481938366318,-2.1873845119002073,-0.06503631806357557,5.681818181818182,2.840909090909091,25.0
Census Tract 3515,-1.3615770040677173,-1.6450503711016862,-0.28347336703396886,23.863636363636363,14.772727272727273,9.090909090909092
Census Tract 3516.01,-1.2333033914288094,-1.5589044427631098,-0.3256010513343004,26.136363636363637,18.75,6.8181818181818175
Census Tract 3516.02,-1.2038115313879723,-0.705254055284222,0.49855747610375023,27.27272727272727,38.63636363636363,73.29545454545455
Census Tract 3517,-2.2185488203610246,-2.2994830111537192,-0.0809341907926946,3.977272727272727,2.272727272727273,23.295454545454543
Census Tract 3518,-1.0487363194495256,-1.126733801801601,-0.07799748235207549,32.95454545454545,28.97727272727273,23.863636363636363
Census Tract 3519,-0.3267552884068109,-0.15401503420762716,0.17274025419918373,52.84090909090909,50.56818181818182,45.45454545454545
Census Tract 3520,-0.2031635447948391,-0.39606646545388524,-0.19290292065904613,55.68181818181818,44.31818181818182,15.340909090909092
Census Tract 3521,-1.1342933534855089,-1.6583137883776473,-0.5240204348921385,29.545454545454547,13.068181818181818,2.840909090909091
Census Tract 3522,-2.2436908677613174,-2.1000575715644763,0.14363329619684118,1.7045454545454544,3.977272727272727,43.18181818181818
Census Tract 3523,-1.8398798392652322,-1.6055672554110847,0.23431258385414755,11.931818181818182,17.045454545454543,51.13636363636363
Census Tract 3524,-1.5917297374997248,-1.6553732667188343,-0.06364352921910954,18.181818181818183,14.204545454545455,25.568181818181817
Census Tract 3525,-1.5040225244854533,-1.220148502129476,0.28387402235597725,19.886363636363637,25.0,55.68181818181818
Census Tract 3526,-1.4772613888576447,-1.72032867142316,-0.24306728256551535,21.022727272727273,10.795454545454545,12.5
Census Tract 3527.01,-1.545239696338061,-1.23767566631565,0.30756403002241095,18.75,23.295454545454543,57.95454545454546
Census Tract 3527.02,-1.3972455475904155,-1.2329779935139493,0.1642675540764662,22.727272727272727,23.863636363636363,44.88636363636363
Census Tract 3528,-1.0910076835987026,-1.0302729150792191,0.06073476851948345,30.681818181818183,32.95454545454545,35.79545454545455
Census Tract 3611,0.40379356860162424,0.7279250371560464,0.32413146855442215,69.31818181818183,66.47727272727273,60.79545454545454
Census Tract 3612,-0.6230058349858771,0.049633701945477574,0.6726395369313547,44.31818181818182,56.25,83.52272727272727
Census Tract 3613,0.06975650286181365,0.2142554348526087,0.14449893199079505,62.5,58.52272727272727,43.75
Census Tract 3614.01,-1.6173535491729052,-0.9993707736238535,0.6179827755490517,17.045454545454543,33.52272727272727,81.25
Census Tract 3614.02,-1.3250057954948904,-0.636362214611187,0.6886435808837034,24.431818181818183,40.340909090909086,84.6590909090909
Census Tract 3615,-1.4075064104002448,-1.658064086973001,-0.2505576765727562,22.15909090909091,13.636363636363635,11.363636363636363
Census Tract 9900,-9.78600878903328e-17,-9.78600878903328e-17,0.0,60.79545454545454,55.11363636363637,28.40909090909091
